,Neighborhood,Latitude,Longitude
174,Kiu Tsui Chau,22.3673128,114.287249662975
175,Hin Keng Estate,22.36342275,114.172297938949
176,Lai Chi Kok,22.3365244,114.148069137574
177,North Point Mid-Levels,22.2824052,114.145809
178,Sham Tseng,22.3686196,114.0588039
179,Fo Tan,22.39518655,114.198122891233
180,Tuen Mun,22.3908265,113.9731687
181,Sok Kwu Wan,22.2047065,114.1312705
182,Kowloon Tong,22.336213,114.1799105
184,Po Toi O,22.27596195,114.294217193202
185,Pak Kok,22.3724267,113.9608426
186,Shek Kong,22.4265447,114.108885
187,Au Tau,22.3295341,114.2443158
188,Fu Shan Estate,22.3428135,114.20871831639
189,Hong Lok Yuen,22.4627952,114.156273629976
190,Yuen Chau Kok,22.3834847,114.1990391
191,Tai Lam Chung,22.3700988,114.0244388
192,Shek Kip Mei,22.3318092,114.1688018
193,Shek Tong Tsui,22.287735,114.1345987
194,Ma On Shan,22.4232322,114.2318017
195,Lantau Island,22.27153845,113.944275157054
196,Kwai Fong Estate,22.3593731,114.129455138876
197,Wang Tau Hom,22.3404231,114.1865742
198,Tai Po Industrial Estate,22.45676425,114.186513913324
199,Lo Wu,22.5289752,114.113266370006
200,Po Lam Estate,22.325535,114.254977698711
201,Sau Mau Ping,22.3195857,114.2320637
202,Tai Wai,22.3730706,114.178887389217
203,Lo So Shing,22.2052893,114.124949
204,Lok Fu Estate,22.3371531,114.186966688633
205,Cha Kwo Ling,22.3030622,114.2286659
206,Tsuen Wan,22.3716605,114.1134699
207,Ma Tau Wai,22.3241153,114.1863786
208,Junk Island,22.2772916,114.2690649
209,Nam Long Shan,22.2418327,114.1733845
210,Kau To Shan,22.409122,114.1917661
211,Discovery Bay,22.2973688,114.016528
212,Mang Kung Uk,22.3136545,114.2770741
213,Yuen Long Town,22.4426463,114.0304342
214,Heng On Estate,22.41682355,114.228910127536
215,Pak Shek Kok,22.4275061,114.2023539
216,To Kwa Wan,22.3167582,114.1895402
217,Wan Chai,22.2790146,114.1724833
218,Ta Ku Ling,22.3467666,114.2526668
219,Yim Tin Tsai,22.4511127,114.213842
220,Sham Wan,22.4383693,114.3927792
221,Shun Tin Estate,22.32585965,114.226523574266
222,Cheung Sha Wan,22.3355145,114.1561681
223,Ho Chung,22.3558379,114.2462995
224,Yeung Chau,22.46192255,114.221524868136
225,Kwun Tong,22.312937,114.22561
226,Admiralty,22.2789208,114.1644982
227,Fortress Hill,22.2875631,114.1933149
228,Nam Cheong Estate,22.32605105,114.15777074938
229,Stonecutters Island,22.3219132,114.1383171
230,Shau Kei Wan,22.2790972,114.2286665
231,Tung O,22.1950145,114.1390063
232,Kam Tin,22.4392714,114.0654905
233,Sandy Bay,22.2683119,114.1251763
234,Ping Shek Estate,22.33287405,114.209100962472
235,Tai Au Mun,22.2952708,114.292165
236,Kwai Hing Estate,22.36563225,114.132542981678
