,Neighborhood,City,Latitude,Longitude,Venue,Venue Category,Category,Address,Cluster Labels
4034,Clinton,New York City,40.75910089146212,-73.99611936309479,Stage 42,Theater,Arts & Entertainment,"('Clinton', 'New York City')",12
4035,Clinton,New York City,40.75910089146212,-73.99611936309479,Lansdowne Road,Pub,Nightlife Spot,"('Clinton', 'New York City')",12
4036,Clinton,New York City,40.75910089146212,-73.99611936309479,Playboy Club New York,Lounge,Nightlife Spot,"('Clinton', 'New York City')",12
4037,Clinton,New York City,40.75910089146212,-73.99611936309479,Theater Row,Theater,Arts & Entertainment,"('Clinton', 'New York City')",12
4038,Clinton,New York City,40.75910089146212,-73.99611936309479,Treadwell,Restaurant,Food,"('Clinton', 'New York City')",12
4039,Clinton,New York City,40.75910089146212,-73.99611936309479,Green Room 42,Performing Arts Venue,Arts & Entertainment,"('Clinton', 'New York City')",12
4040,Clinton,New York City,40.75910089146212,-73.99611936309479,Grace Wine and Spirits,Wine Shop,Shop & Service,"('Clinton', 'New York City')",12
4041,Clinton,New York City,40.75910089146212,-73.99611936309479,Legacy Records,American Restaurant,Food,"('Clinton', 'New York City')",12
4042,Clinton,New York City,40.75910089146212,-73.99611936309479,MPHC Climbing Gym,Rock Climbing Spot,Outdoors & Recreation,"('Clinton', 'New York City')",12
4043,Clinton,New York City,40.75910089146212,-73.99611936309479,Social Drink and Food,Cocktail Bar,Nightlife Spot,"('Clinton', 'New York City')",12
4044,Clinton,New York City,40.75910089146212,-73.99611936309479,Massage Envy - Midtown West,Spa,Shop & Service,"('Clinton', 'New York City')",12
4045,Clinton,New York City,40.75910089146212,-73.99611936309479,The Terrace at Yotel,Roof Deck,Outdoors & Recreation,"('Clinton', 'New York City')",12
4046,Clinton,New York City,40.75910089146212,-73.99611936309479,Romeo and Juliet Coffee,Coffee Shop,Food,"('Clinton', 'New York City')",12
4047,Clinton,New York City,40.75910089146212,-73.99611936309479,West Side Steakhouse,Steakhouse,Food,"('Clinton', 'New York City')",12
4048,Clinton,New York City,40.75910089146212,-73.99611936309479,The Spa at the OUT NYC,Spa,Shop & Service,"('Clinton', 'New York City')",12
4049,Clinton,New York City,40.75910089146212,-73.99611936309479,Gourmet Unlimited Deli,Sandwich Place,Food,"('Clinton', 'New York City')",12
4050,Clinton,New York City,40.75910089146212,-73.99611936309479,Ollie's Sichuan Restaurant,Chinese Restaurant,Food,"('Clinton', 'New York City')",12
4051,Clinton,New York City,40.75910089146212,-73.99611936309479,Four at Yotel,Nightclub,Nightlife Spot,"('Clinton', 'New York City')",12
4052,Clinton,New York City,40.75910089146212,-73.99611936309479,505W37 Gym,Gym,Outdoors & Recreation,"('Clinton', 'New York City')",12
4053,Clinton,New York City,40.75910089146212,-73.99611936309479,Claudio Pizzeria Ristorante,Pizza Place,Food,"('Clinton', 'New York City')",12
4054,Clinton,New York City,40.75910089146212,-73.99611936309479,Subway,Sandwich Place,Food,"('Clinton', 'New York City')",12
4055,Clinton,New York City,40.75910089146212,-73.99611936309479,Cachet Boutique Hotel,Hotel,Travel & Transport,"('Clinton', 'New York City')",12
4056,Clinton,New York City,40.75910089146212,-73.99611936309479,Baskin-Robbins,Ice Cream Shop,Food,"('Clinton', 'New York City')",12
4057,Clinton,New York City,40.75910089146212,-73.99611936309479,The Castillo Theater,Theater,Arts & Entertainment,"('Clinton', 'New York City')",12
4058,Clinton,New York City,40.75910089146212,-73.99611936309479,Chase Bank,Bank,Shop & Service,"('Clinton', 'New York City')",12
4059,Clinton,New York City,40.75910089146212,-73.99611936309479,East & West,Restaurant,Food,"('Clinton', 'New York City')",12
4060,Midtown,New York City,40.754691102706225,-73.98166882730305,Bryant Park,Park,Outdoors & Recreation,"('Midtown', 'New York City')",0
4061,Midtown,New York City,40.754691102706225,-73.98166882730305,New York Public Library Terrace,Plaza,Outdoors & Recreation,"('Midtown', 'New York City')",0
4062,Midtown,New York City,40.754691102706225,-73.98166882730305,Nat Sherman Townhouse,Smoke Shop,Shop & Service,"('Midtown', 'New York City')",0
4063,Midtown,New York City,40.754691102706225,-73.98166882730305,sweetgreen,Salad Place,Food,"('Midtown', 'New York City')",0
4064,Midtown,New York City,40.754691102706225,-73.98166882730305,Joanna Vargas Skin Care,Spa,Shop & Service,"('Midtown', 'New York City')",0
4065,Midtown,New York City,40.754691102706225,-73.98166882730305,Sophie's Cuban Cuisine,Cuban Restaurant,Food,"('Midtown', 'New York City')",0
4066,Midtown,New York City,40.754691102706225,-73.98166882730305,Sofitel New York,Hotel,Travel & Transport,"('Midtown', 'New York City')",0
4067,Midtown,New York City,40.754691102706225,-73.98166882730305,COS,Clothing Store,Shop & Service,"('Midtown', 'New York City')",0
4068,Midtown,New York City,40.754691102706225,-73.98166882730305,Equinox East 43rd Street,Gym,Outdoors & Recreation,"('Midtown', 'New York City')",0
4069,Midtown,New York City,40.754691102706225,-73.98166882730305,Gabriel Kreuther,French Restaurant,Food,"('Midtown', 'New York City')",0
4070,Midtown,New York City,40.754691102706225,-73.98166882730305,Xi'an Famous Foods,Chinese Restaurant,Food,"('Midtown', 'New York City')",0
4071,Midtown,New York City,40.754691102706225,-73.98166882730305,CAVA,Mediterranean Restaurant,Food,"('Midtown', 'New York City')",0
4072,Midtown,New York City,40.754691102706225,-73.98166882730305,NBA Store,Sporting Goods Shop,Shop & Service,"('Midtown', 'New York City')",0
4073,Midtown,New York City,40.754691102706225,-73.98166882730305,Xi’an Famous Foods,Chinese Restaurant,Food,"('Midtown', 'New York City')",0
4074,Midtown,New York City,40.754691102706225,-73.98166882730305,Strip House,Steakhouse,Food,"('Midtown', 'New York City')",0
4075,Midtown,New York City,40.754691102706225,-73.98166882730305,Harvard Club of New York City,Historic Site,Arts & Entertainment,"('Midtown', 'New York City')",0
4076,Midtown,New York City,40.754691102706225,-73.98166882730305,DiSO's Italian Sandwich Society,Food Truck,Food,"('Midtown', 'New York City')",0
4077,Midtown,New York City,40.754691102706225,-73.98166882730305,Bluestone Lane,Coffee Shop,Food,"('Midtown', 'New York City')",0
4078,Midtown,New York City,40.754691102706225,-73.98166882730305,Bank of America Winter Village at Bryant Park,Skating Rink,Outdoors & Recreation,"('Midtown', 'New York City')",0
4079,Midtown,New York City,40.754691102706225,-73.98166882730305,Whole Foods Market,Grocery Store,Shop & Service,"('Midtown', 'New York City')",0
4080,Midtown,New York City,40.754691102706225,-73.98166882730305,Andaz 5th Avenue - A Concept By Hyatt,Hotel,Travel & Transport,"('Midtown', 'New York City')",0
4081,Midtown,New York City,40.754691102706225,-73.98166882730305,The Bar Downstairs and Kitchen,Cocktail Bar,Nightlife Spot,"('Midtown', 'New York City')",0
4082,Midtown,New York City,40.754691102706225,-73.98166882730305,Upper Terrace - Bryant Park,Park,Outdoors & Recreation,"('Midtown', 'New York City')",0
4083,Midtown,New York City,40.754691102706225,-73.98166882730305,Breads Bakery - Bryant Park Kiosk,Bakery,Food,"('Midtown', 'New York City')",0
4084,Midtown,New York City,40.754691102706225,-73.98166882730305,& Other Stories- Bryant Park,Clothing Store,Shop & Service,"('Midtown', 'New York City')",0
4085,Midtown,New York City,40.754691102706225,-73.98166882730305,Urban Outfitters,Clothing Store,Shop & Service,"('Midtown', 'New York City')",0
4086,Midtown,New York City,40.754691102706225,-73.98166882730305,The North Face,Sporting Goods Shop,Shop & Service,"('Midtown', 'New York City')",0
4087,Midtown,New York City,40.754691102706225,-73.98166882730305,Wafels & Dinges,Food Stand,Food,"('Midtown', 'New York City')",0
4088,Midtown,New York City,40.754691102706225,-73.98166882730305,MUJI,Miscellaneous Shop,Shop & Service,"('Midtown', 'New York City')",0
4089,Midtown,New York City,40.754691102706225,-73.98166882730305,Ippudo,Ramen Restaurant,Food,"('Midtown', 'New York City')",0
4090,Midtown,New York City,40.754691102706225,-73.98166882730305,Alterations.com Sewing and Alterations,Tailor Shop,Shop & Service,"('Midtown', 'New York City')",0
4091,Midtown,New York City,40.754691102706225,-73.98166882730305,Park Italian Gourmet,Deli / Bodega,Food,"('Midtown', 'New York City')",0
4092,Midtown,New York City,40.754691102706225,-73.98166882730305,Swerve Fitness,Cycle Studio,Outdoors & Recreation,"('Midtown', 'New York City')",0
4093,Midtown,New York City,40.754691102706225,-73.98166882730305,Málà Project,Szechuan Restaurant,Food,"('Midtown', 'New York City')",0
4094,Midtown,New York City,40.754691102706225,-73.98166882730305,Tommy Bahama Restaurant,Hawaiian Restaurant,Food,"('Midtown', 'New York City')",0
4095,Midtown,New York City,40.754691102706225,-73.98166882730305,Gotan,Café,Food,"('Midtown', 'New York City')",0
4096,Midtown,New York City,40.754691102706225,-73.98166882730305,"The Algonquin Hotel, Autograph Collection",Hotel,Travel & Transport,"('Midtown', 'New York City')",0
4097,Midtown,New York City,40.754691102706225,-73.98166882730305,Le Carrousel in Bryant Park,Theme Park Ride / Attraction,Arts & Entertainment,"('Midtown', 'New York City')",0
4098,Midtown,New York City,40.754691102706225,-73.98166882730305,Book Off,Bookstore,Shop & Service,"('Midtown', 'New York City')",0
4099,Midtown,New York City,40.754691102706225,-73.98166882730305,Zara,Clothing Store,Shop & Service,"('Midtown', 'New York City')",0
4100,Midtown,New York City,40.754691102706225,-73.98166882730305,Wafels & Dinges Pop-up Shop at Bryant Park,Food Truck,Food,"('Midtown', 'New York City')",0
4101,Midtown,New York City,40.754691102706225,-73.98166882730305,Kellari Taverna NY,Greek Restaurant,Food,"('Midtown', 'New York City')",0
4102,Midtown,New York City,40.754691102706225,-73.98166882730305,The Lionel Pincus and Princess Firyal Map Division,Art Gallery,Arts & Entertainment,"('Midtown', 'New York City')",0
4103,Midtown,New York City,40.754691102706225,-73.98166882730305,SKECHERS Retail,Sporting Goods Shop,Shop & Service,"('Midtown', 'New York City')",0
4104,Midtown,New York City,40.754691102706225,-73.98166882730305,Five Below,Discount Store,Shop & Service,"('Midtown', 'New York City')",0
4105,Midtown,New York City,40.754691102706225,-73.98166882730305,Sen Sakana,Japanese Restaurant,Food,"('Midtown', 'New York City')",0
4106,Midtown,New York City,40.754691102706225,-73.98166882730305,Harvard Club Rooftop,Bar,Nightlife Spot,"('Midtown', 'New York City')",0
4107,Midtown,New York City,40.754691102706225,-73.98166882730305,Sunrise Mart,Gourmet Shop,Shop & Service,"('Midtown', 'New York City')",0
4108,Midtown,New York City,40.754691102706225,-73.98166882730305,Cambria Suites Times Square,Hotel,Travel & Transport,"('Midtown', 'New York City')",0
4109,Midtown,New York City,40.754691102706225,-73.98166882730305,db Bistro Moderne,French Restaurant,Food,"('Midtown', 'New York City')",0
4110,Midtown,New York City,40.754691102706225,-73.98166882730305,Marlin Bar at Tommy Bahama,Cocktail Bar,Nightlife Spot,"('Midtown', 'New York City')",0
4111,Midtown,New York City,40.754691102706225,-73.98166882730305,Vans Store,Shoe Store,Shop & Service,"('Midtown', 'New York City')",0
4112,Midtown,New York City,40.754691102706225,-73.98166882730305,AnTalia,Turkish Restaurant,Food,"('Midtown', 'New York City')",0
4113,Midtown,New York City,40.754691102706225,-73.98166882730305,Max Brenner: Chocolate by the Bald Man,Snack Place,Food,"('Midtown', 'New York City')",0
4114,Midtown,New York City,40.754691102706225,-73.98166882730305,Sushi Ginza Onodera,Sushi Restaurant,Food,"('Midtown', 'New York City')",0
4115,Midtown,New York City,40.754691102706225,-73.98166882730305,Royalton Hotel,Hotel,Travel & Transport,"('Midtown', 'New York City')",0
4116,Midtown,New York City,40.754691102706225,-73.98166882730305,Pret A Manger,Sandwich Place,Food,"('Midtown', 'New York City')",0
4117,Midtown,New York City,40.754691102706225,-73.98166882730305,Gregorys Coffee,Coffee Shop,Food,"('Midtown', 'New York City')",0
4118,Midtown,New York City,40.754691102706225,-73.98166882730305,Ikinari Steak,Steakhouse,Food,"('Midtown', 'New York City')",0
4119,Midtown,New York City,40.754691102706225,-73.98166882730305,Town Optical,Optical Shop,Shop & Service,"('Midtown', 'New York City')",0
4120,Midtown,New York City,40.754691102706225,-73.98166882730305,Bryant Park Hotel,Hotel,Travel & Transport,"('Midtown', 'New York City')",0
4121,Midtown,New York City,40.754691102706225,-73.98166882730305,Pret A Manger,Sandwich Place,Food,"('Midtown', 'New York City')",0
4122,Midtown,New York City,40.754691102706225,-73.98166882730305,Kreuther Handcrafted Chocolate,Chocolate Shop,Shop & Service,"('Midtown', 'New York City')",0
4123,Midtown,New York City,40.754691102706225,-73.98166882730305,Valerie,Cocktail Bar,Nightlife Spot,"('Midtown', 'New York City')",0
4124,Midtown,New York City,40.754691102706225,-73.98166882730305,TableTime,Deli / Bodega,Food,"('Midtown', 'New York City')",0
4125,Midtown,New York City,40.754691102706225,-73.98166882730305,STK Midtown,Steakhouse,Food,"('Midtown', 'New York City')",0
4126,Midtown,New York City,40.754691102706225,-73.98166882730305,moonflower spa,Spa,Shop & Service,"('Midtown', 'New York City')",0
4127,Midtown,New York City,40.754691102706225,-73.98166882730305,Skin Spa,Massage Studio,Shop & Service,"('Midtown', 'New York City')",0
4128,Midtown,New York City,40.754691102706225,-73.98166882730305,Cassa Hotel NY 45th Street,Hotel,Travel & Transport,"('Midtown', 'New York City')",0
4129,Midtown,New York City,40.754691102706225,-73.98166882730305,Fever-Tree Porch At Bryant Park,Bar,Nightlife Spot,"('Midtown', 'New York City')",0
4130,Midtown,New York City,40.754691102706225,-73.98166882730305,Pétanque Court - Bryant Park,Bowling Green,Outdoors & Recreation,"('Midtown', 'New York City')",0
4131,Midtown,New York City,40.754691102706225,-73.98166882730305,Harvard Club Gym,Gym,Outdoors & Recreation,"('Midtown', 'New York City')",0
4132,Midtown,New York City,40.754691102706225,-73.98166882730305,Steinway Hall,Music Store,Shop & Service,"('Midtown', 'New York City')",0
4133,Midtown,New York City,40.754691102706225,-73.98166882730305,Sephora,Cosmetics Shop,Shop & Service,"('Midtown', 'New York City')",0
4134,Midtown,New York City,40.754691102706225,-73.98166882730305,Josephine Shaw Lowell Memorial Fountain,Fountain,Outdoors & Recreation,"('Midtown', 'New York City')",0
4135,Midtown,New York City,40.754691102706225,-73.98166882730305,Pilates On Fifth,Pilates Studio,Outdoors & Recreation,"('Midtown', 'New York City')",0
4136,Midtown,New York City,40.754691102706225,-73.98166882730305,Emporium Brasil,Brazilian Restaurant,Food,"('Midtown', 'New York City')",0
4137,Midtown,New York City,40.754691102706225,-73.98166882730305,Potbelly Sandwich Shop,Sandwich Place,Food,"('Midtown', 'New York City')",0
4138,Midtown,New York City,40.754691102706225,-73.98166882730305,Royal Grill Halal Food,American Restaurant,Food,"('Midtown', 'New York City')",0
4139,Midtown,New York City,40.754691102706225,-73.98166882730305,Little Italy Pizza,Pizza Place,Food,"('Midtown', 'New York City')",0
4140,Midtown,New York City,40.754691102706225,-73.98166882730305,City Club Hotel,Hotel,Travel & Transport,"('Midtown', 'New York City')",0
4141,Midtown,New York City,40.754691102706225,-73.98166882730305,Dishes,American Restaurant,Food,"('Midtown', 'New York City')",0
4142,Midtown,New York City,40.754691102706225,-73.98166882730305,Cock & Bull British Pub and Eatery,Pub,Nightlife Spot,"('Midtown', 'New York City')",0
4143,Midtown,New York City,40.754691102706225,-73.98166882730305,Pandora,Jewelry Store,Shop & Service,"('Midtown', 'New York City')",0
4144,Midtown,New York City,40.754691102706225,-73.98166882730305,Le Pain Quotidien,Bakery,Food,"('Midtown', 'New York City')",0
4145,Midtown,New York City,40.754691102706225,-73.98166882730305,Southwest Porch at Bryant Park,Lounge,Nightlife Spot,"('Midtown', 'New York City')",0
4146,Midtown,New York City,40.754691102706225,-73.98166882730305,Cafe Cello,Spanish Restaurant,Food,"('Midtown', 'New York City')",0
4147,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Ippodo Tea Co.,Tea Room,Food,"('Murray Hill', 'New York City')",7
4148,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Ippodo Tea Co.,Tea Room,Food,"('Murray Hill', 'New York City')",7
4149,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Kajitsu,Japanese Restaurant,Food,"('Murray Hill', 'New York City')",7
4150,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Kajitsu,Japanese Restaurant,Food,"('Murray Hill', 'New York City')",7
4151,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Perk Kafe,Coffee Shop,Food,"('Murray Hill', 'New York City')",7
4152,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Perk Kafe,Coffee Shop,Food,"('Murray Hill', 'New York City')",7
4153,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Pod 39 Hotel,Hotel,Travel & Transport,"('Murray Hill', 'New York City')",7
4154,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Pod 39 Hotel,Hotel,Travel & Transport,"('Murray Hill', 'New York City')",7
4155,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Sons of Thunder,Hawaiian Restaurant,Food,"('Murray Hill', 'New York City')",7
4156,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Sons of Thunder,Hawaiian Restaurant,Food,"('Murray Hill', 'New York City')",7
4157,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Little Alley,Shanghai Restaurant,Food,"('Murray Hill', 'New York City')",7
4158,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Little Alley,Shanghai Restaurant,Food,"('Murray Hill', 'New York City')",7
4159,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Dun Huang,Chinese Restaurant,Food,"('Murray Hill', 'New York City')",7
4160,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Dun Huang,Chinese Restaurant,Food,"('Murray Hill', 'New York City')",7
4161,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Momosan Ramen & Sake,Ramen Restaurant,Food,"('Murray Hill', 'New York City')",7
4162,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Momosan Ramen & Sake,Ramen Restaurant,Food,"('Murray Hill', 'New York City')",7
4163,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Pod 39 Rooftop Bar,Cocktail Bar,Nightlife Spot,"('Murray Hill', 'New York City')",7
4164,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Pod 39 Rooftop Bar,Cocktail Bar,Nightlife Spot,"('Murray Hill', 'New York City')",7
4165,Murray Hill,New York City,40.748303077252174,-73.97833207924127,The Jazz Room at The Kitano,Jazz Club,Arts & Entertainment,"('Murray Hill', 'New York City')",7
4166,Murray Hill,New York City,40.748303077252174,-73.97833207924127,The Jazz Room at The Kitano,Jazz Club,Arts & Entertainment,"('Murray Hill', 'New York City')",7
4167,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Bedford & Co.,Restaurant,Food,"('Murray Hill', 'New York City')",7
4168,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Bedford & Co.,Restaurant,Food,"('Murray Hill', 'New York City')",7
4169,Murray Hill,New York City,40.748303077252174,-73.97833207924127,The Renwick Hotel,Hotel,Travel & Transport,"('Murray Hill', 'New York City')",7
4170,Murray Hill,New York City,40.748303077252174,-73.97833207924127,The Renwick Hotel,Hotel,Travel & Transport,"('Murray Hill', 'New York City')",7
4171,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Rare View Rooftop,Lounge,Nightlife Spot,"('Murray Hill', 'New York City')",7
4172,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Rare View Rooftop,Lounge,Nightlife Spot,"('Murray Hill', 'New York City')",7
4173,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Sarge's Delicatessen & Diner,Jewish Restaurant,Food,"('Murray Hill', 'New York City')",7
4174,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Sarge's Delicatessen & Diner,Jewish Restaurant,Food,"('Murray Hill', 'New York City')",7
4175,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Rossinis,Italian Restaurant,Food,"('Murray Hill', 'New York City')",7
4176,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Rossinis,Italian Restaurant,Food,"('Murray Hill', 'New York City')",7
4177,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Franchia,Vegetarian / Vegan Restaurant,Food,"('Murray Hill', 'New York City')",7
4178,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Franchia,Vegetarian / Vegan Restaurant,Food,"('Murray Hill', 'New York City')",7
4179,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Bagel Express,Bagel Shop,Food,"('Murray Hill', 'New York City')",7
4180,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Bagel Express,Bagel Shop,Food,"('Murray Hill', 'New York City')",7
4181,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Lucid Cafe,Coffee Shop,Food,"('Murray Hill', 'New York City')",7
4182,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Lucid Cafe,Coffee Shop,Food,"('Murray Hill', 'New York City')",7
4183,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Bareburger,Burger Joint,Food,"('Murray Hill', 'New York City')",7
4184,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Bareburger,Burger Joint,Food,"('Murray Hill', 'New York City')",7
4185,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Shelburne Hotel & Suites by Affinia,Hotel,Travel & Transport,"('Murray Hill', 'New York City')",7
4186,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Shelburne Hotel & Suites by Affinia,Hotel,Travel & Transport,"('Murray Hill', 'New York City')",7
4187,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Wine:34,Mediterranean Restaurant,Food,"('Murray Hill', 'New York City')",7
4188,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Wine:34,Mediterranean Restaurant,Food,"('Murray Hill', 'New York City')",7
4189,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Murray Hill Market,Deli / Bodega,Food,"('Murray Hill', 'New York City')",7
4190,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Murray Hill Market,Deli / Bodega,Food,"('Murray Hill', 'New York City')",7
4191,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Matto Espresso,Coffee Shop,Food,"('Murray Hill', 'New York City')",7
4192,Murray Hill,New York City,40.748303077252174,-73.97833207924127,Matto Espresso,Coffee Shop,Food,"('Murray Hill', 'New York City')",7
4193,Chelsea,New York City,40.744034706747975,-74.00311633472813,Milk & Hops Chelsea,Beer Bar,Nightlife Spot,"('Chelsea', 'New York City')",5
4194,Chelsea,New York City,40.744034706747975,-74.00311633472813,Milk & Hops Chelsea,Beer Bar,Nightlife Spot,"('Chelsea', 'New York City')",5
4195,Chelsea,New York City,40.744034706747975,-74.00311633472813,TAO Downtown,Asian Restaurant,Food,"('Chelsea', 'New York City')",5
4196,Chelsea,New York City,40.744034706747975,-74.00311633472813,TAO Downtown,Asian Restaurant,Food,"('Chelsea', 'New York City')",5
4197,Chelsea,New York City,40.744034706747975,-74.00311633472813,Atlantic Theater Company (Linda Gross Theater),Theater,Arts & Entertainment,"('Chelsea', 'New York City')",5
4198,Chelsea,New York City,40.744034706747975,-74.00311633472813,Atlantic Theater Company (Linda Gross Theater),Theater,Arts & Entertainment,"('Chelsea', 'New York City')",5
4199,Chelsea,New York City,40.744034706747975,-74.00311633472813,Bathtub Gin,Speakeasy,Nightlife Spot,"('Chelsea', 'New York City')",5
4200,Chelsea,New York City,40.744034706747975,-74.00311633472813,Bathtub Gin,Speakeasy,Nightlife Spot,"('Chelsea', 'New York City')",5
4201,Chelsea,New York City,40.744034706747975,-74.00311633472813,Dil-e Punjab Deli,Indian Restaurant,Food,"('Chelsea', 'New York City')",5
4202,Chelsea,New York City,40.744034706747975,-74.00311633472813,Dil-e Punjab Deli,Indian Restaurant,Food,"('Chelsea', 'New York City')",5
4203,Chelsea,New York City,40.744034706747975,-74.00311633472813,Blossom Restaurant,Vegetarian / Vegan Restaurant,Food,"('Chelsea', 'New York City')",5
4204,Chelsea,New York City,40.744034706747975,-74.00311633472813,Blossom Restaurant,Vegetarian / Vegan Restaurant,Food,"('Chelsea', 'New York City')",5
4205,Chelsea,New York City,40.744034706747975,-74.00311633472813,Billy's Bakery,Cupcake Shop,Food,"('Chelsea', 'New York City')",5
4206,Chelsea,New York City,40.744034706747975,-74.00311633472813,Billy's Bakery,Cupcake Shop,Food,"('Chelsea', 'New York City')",5
4207,Chelsea,New York City,40.744034706747975,-74.00311633472813,La Bergamote,Café,Food,"('Chelsea', 'New York City')",5
4208,Chelsea,New York City,40.744034706747975,-74.00311633472813,La Bergamote,Café,Food,"('Chelsea', 'New York City')",5
4209,Chelsea,New York City,40.744034706747975,-74.00311633472813,Electric Room,Nightclub,Nightlife Spot,"('Chelsea', 'New York City')",5
4210,Chelsea,New York City,40.744034706747975,-74.00311633472813,Electric Room,Nightclub,Nightlife Spot,"('Chelsea', 'New York City')",5
4211,Chelsea,New York City,40.744034706747975,-74.00311633472813,Gelato Giusto,Ice Cream Shop,Food,"('Chelsea', 'New York City')",5
4212,Chelsea,New York City,40.744034706747975,-74.00311633472813,Gelato Giusto,Ice Cream Shop,Food,"('Chelsea', 'New York City')",5
4213,Chelsea,New York City,40.744034706747975,-74.00311633472813,Le Grainne Cafe,French Restaurant,Food,"('Chelsea', 'New York City')",5
4214,Chelsea,New York City,40.744034706747975,-74.00311633472813,Le Grainne Cafe,French Restaurant,Food,"('Chelsea', 'New York City')",5
4215,Chelsea,New York City,40.744034706747975,-74.00311633472813,Salinas,Tapas Restaurant,Food,"('Chelsea', 'New York City')",5
4216,Chelsea,New York City,40.744034706747975,-74.00311633472813,Salinas,Tapas Restaurant,Food,"('Chelsea', 'New York City')",5
4217,Chelsea,New York City,40.744034706747975,-74.00311633472813,Maritime Hotel,Hotel,Travel & Transport,"('Chelsea', 'New York City')",5
4218,Chelsea,New York City,40.744034706747975,-74.00311633472813,Maritime Hotel,Hotel,Travel & Transport,"('Chelsea', 'New York City')",5
4219,Chelsea,New York City,40.744034706747975,-74.00311633472813,Buddakan,Chinese Restaurant,Food,"('Chelsea', 'New York City')",5
4220,Chelsea,New York City,40.744034706747975,-74.00311633472813,Buddakan,Chinese Restaurant,Food,"('Chelsea', 'New York City')",5
4221,Chelsea,New York City,40.744034706747975,-74.00311633472813,Mojo Sushi,Sushi Restaurant,Food,"('Chelsea', 'New York City')",5
4222,Chelsea,New York City,40.744034706747975,-74.00311633472813,Mojo Sushi,Sushi Restaurant,Food,"('Chelsea', 'New York City')",5
4223,Chelsea,New York City,40.744034706747975,-74.00311633472813,PH-D at Dream Downtown,Nightclub,Nightlife Spot,"('Chelsea', 'New York City')",5
4224,Chelsea,New York City,40.744034706747975,-74.00311633472813,PH-D at Dream Downtown,Nightclub,Nightlife Spot,"('Chelsea', 'New York City')",5
4225,Chelsea,New York City,40.744034706747975,-74.00311633472813,Dream Downtown,Hotel,Travel & Transport,"('Chelsea', 'New York City')",5
4226,Chelsea,New York City,40.744034706747975,-74.00311633472813,Dream Downtown,Hotel,Travel & Transport,"('Chelsea', 'New York City')",5
4227,Chelsea,New York City,40.744034706747975,-74.00311633472813,Aesop,Cosmetics Shop,Shop & Service,"('Chelsea', 'New York City')",5
4228,Chelsea,New York City,40.744034706747975,-74.00311633472813,Aesop,Cosmetics Shop,Shop & Service,"('Chelsea', 'New York City')",5
4229,Chelsea,New York City,40.744034706747975,-74.00311633472813,The 18th Room,Speakeasy,Nightlife Spot,"('Chelsea', 'New York City')",5
4230,Chelsea,New York City,40.744034706747975,-74.00311633472813,The 18th Room,Speakeasy,Nightlife Spot,"('Chelsea', 'New York City')",5
4231,Chelsea,New York City,40.744034706747975,-74.00311633472813,parke & ronen,Men's Store,Shop & Service,"('Chelsea', 'New York City')",5
4232,Chelsea,New York City,40.744034706747975,-74.00311633472813,parke & ronen,Men's Store,Shop & Service,"('Chelsea', 'New York City')",5
4233,Chelsea,New York City,40.744034706747975,-74.00311633472813,The Meatball Shop,Italian Restaurant,Food,"('Chelsea', 'New York City')",5
