,Neighborhood,City,Cluster Labels,Arts & Entertainment,Food,Nightlife Spot,Outdoors & Recreation,Shop & Service,Travel & Transport,Latitude,Longitude
197,Kowloon Bay,Hong Kong,10,0.043478260869565216,0.7391304347826086,0.0,0.0,0.17391304347826084,0.043478260869565216,22.323485100000006,114.21410195240699
198,Kowloon City,Hong Kong,4,0.0,0.9318181818181818,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.0,22.3301595,114.1899368
199,Kranji,Singapore,14,0.08333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.4166666666666667,1.4252189,103.7619891
200,Kwun Chung,Hong Kong,4,0.0,0.8484848484848485,0.0,0.0,0.060606060606060615,0.09090909090909093,22.3043596,114.1707056
201,Kwun Tong,Hong Kong,9,0.02631578947368421,0.6842105263157895,0.0,0.02631578947368421,0.2631578947368421,0.0,22.312937,114.22561
202,Kyōbashi,Tokyo,7,0.07894736842105263,0.7631578947368421,0.05263157894736842,0.0,0.05263157894736842,0.05263157894736842,35.676833,139.770139
203,Kōjimachi,Tokyo,10,0.0,0.7804878048780488,0.04878048780487805,0.0,0.17073170731707318,0.0,35.68402800000001,139.737667
204,Lai Chi Kok,Hong Kong,4,0.0,0.9047619047619048,0.0,0.0,0.09523809523809523,0.0,22.3365244,114.14806913757401
205,Lambeth,London,12,0.1590909090909091,0.5454545454545454,0.06818181818181818,0.06818181818181818,0.06818181818181818,0.09090909090909093,51.50130120000001,-0.117287
206,Langstrasse,Zurich,5,0.07272727272727272,0.5818181818181818,0.2909090909090909,0.01818181818181818,0.01818181818181818,0.01818181818181818,47.3772734,8.5264148
207,Lavender,Singapore,1,0.0,0.7142857142857143,0.0,0.0,0.09523809523809523,0.19047619047619047,1.3073719,103.862772
208,Lawrence Park,Toronto,10,0.0,0.7777777777777778,0.037037037037037035,0.0,0.14814814814814814,0.037037037037037035,43.729199,-79.40325250000002
209,Lenox Hill,New York City,2,0.029411764705882356,0.4705882352941176,0.0,0.05882352941176471,0.4411764705882353,0.0,40.76811265828733,-73.9588596881376
210,Lewisham,London,2,0.0,0.46875,0.03125,0.03125,0.4375,0.03125,51.4624325,-0.0101331
211,Lincoln Square,New York City,6,0.5263157894736842,0.15789473684210525,0.0,0.2368421052631579,0.05263157894736842,0.02631578947368421,40.773528889421655,-73.98533777001262
212,Lindenhof,Zurich,0,0.0,0.4230769230769231,0.21153846153846154,0.1153846153846154,0.19230769230769232,0.0576923076923077,47.37291610000001,8.5401756
213,Little India,Singapore,11,0.05263157894736842,0.631578947368421,0.05263157894736842,0.05263157894736842,0.21052631578947367,0.0,1.3066476,103.8492691
214,Little Italy,New York City,11,0.03,0.6,0.08,0.02,0.24,0.03,40.71932379395907,-73.99730467208073
215,Little Neck,New York City,1,0.0,0.6363636363636364,0.0,0.09090909090909093,0.18181818181818185,0.09090909090909093,40.7708261928267,-73.73889775580741
216,Lok Fu Estate,Hong Kong,10,0.0,0.8125,0.0,0.0,0.1875,0.0,22.3371531,114.186966688633
217,Long Island City,New York City,1,0.0,0.6666666666666666,0.05128205128205128,0.05128205128205128,0.10256410256410256,0.1282051282051282,40.75021734610528,-73.93920223915505
218,Lùjiāzuǐ,Shanghai,11,0.045454545454545456,0.5454545454545454,0.09090909090909093,0.045454545454545456,0.2272727272727273,0.045454545454545456,31.24016825,121.497944636019
219,Ma Liu Shui,Hong Kong,8,0.0,0.375,0.0625,0.25,0.125,0.1875,22.4135688,114.2101033
220,Ma On Shan,Hong Kong,9,0.0,0.7058823529411765,0.0,0.0,0.2352941176470588,0.05882352941176471,22.4232322,114.2318017
221,Mainhattan,Frankfurt,12,0.14893617021276595,0.5106382978723404,0.10638297872340426,0.10638297872340426,0.1276595744680851,0.0,50.1106444,8.682091699999999
222,Manhattanville,New York City,9,0.0,0.6153846153846154,0.0,0.07692307692307693,0.2307692307692308,0.07692307692307693,40.81693442949779,-73.9573853935188
223,Marina Centre,Singapore,12,0.21052631578947367,0.3684210526315789,0.15789473684210525,0.05263157894736842,0.21052631578947367,0.0,1.2904753,103.8520359
224,Maritime Square,Singapore,10,0.0,0.7142857142857143,0.0,0.08571428571428573,0.2,0.0,1.264222,103.8189255
225,Martin Grove,Toronto,5,0.024390243902439025,0.6097560975609756,0.12195121951219512,0.07317073170731707,0.0975609756097561,0.07317073170731707,43.6449033,-79.38183640000003
226,Marunouchi,Tokyo,11,0.060240963855421686,0.5542168674698795,0.060240963855421686,0.03614457831325301,0.21686746987951808,0.07228915662650602,35.6806555,139.76522169999998
227,Maspeth,New York City,2,0.0,0.5263157894736842,0.0,0.0,0.42105263157894735,0.05263157894736842,40.725427374093606,-73.8962171362686
228,Mei Foo Sun Chuen,Hong Kong,2,0.0,0.6,0.0,0.0,0.4,0.0,22.3375208,114.14012016099701
229,Mejiro,Tokyo,10,0.0,0.76,0.0,0.0,0.24,0.0,35.72118610000001,139.7064823
230,Metro City Plaza,Hong Kong,3,0.07692307692307693,0.38461538461538464,0.0,0.0,0.5384615384615384,0.0,22.3242203,114.2569568
231,Midtown,New York City,0,0.03448275862068965,0.4137931034482759,0.08045977011494253,0.11494252873563217,0.26436781609195403,0.09195402298850576,40.754691102706225,-73.98166882730305
232,Midtown South,New York City,0,0.010752688172043013,0.4838709677419355,0.12903225806451613,0.053763440860215055,0.26881720430107525,0.053763440860215055,40.7485096643122,-73.98871313285247
233,Milliken,Toronto,4,0.0,0.8461538461538461,0.0,0.07692307692307693,0.07692307692307693,0.0,43.8231743,-79.30176259999998
234,"Mita, Meguro",Tokyo,4,0.0,0.9047619047619048,0.047619047619047616,0.0,0.047619047619047616,0.0,35.64883905,139.742770674545
235,Mong Kok,Hong Kong,11,0.0,0.6,0.08888888888888889,0.022222222222222227,0.26666666666666666,0.022222222222222227,22.3197491,114.1693644
236,Morningside,Toronto,2,0.0,0.5,0.0,0.0,0.4,0.1,43.7826012,-79.2049579
237,Morrisania,New York City,2,0.0,0.5454545454545454,0.0,0.0,0.3636363636363637,0.09090909090909093,40.823591985855344,-73.90150648943059
238,Mott Haven,New York City,2,0.0,0.5,0.0,0.0,0.4,0.1,40.80623874935177,-73.91609987487574
239,Mountbatten,Singapore,8,0.0,0.5454545454545454,0.0,0.2727272727272727,0.18181818181818185,0.0,1.3062493999999998,103.8824959
240,Mui Wo,Hong Kong,1,0.0,0.65,0.05,0.0,0.15,0.15,22.264544600000004,114.0013059
241,Murray Hill,New York City,7,0.022727272727272728,0.7045454545454546,0.11363636363636365,0.0,0.09090909090909093,0.06818181818181818,40.748303077252174,-73.97833207924127
242,Murray Hill,New York City,7,0.022727272727272728,0.7045454545454546,0.11363636363636365,0.0,0.09090909090909093,0.06818181818181818,40.764126122614066,-73.81276269135866
243,New Dorp,New York City,4,0.0,0.8461538461538461,0.0,0.0,0.07692307692307693,0.07692307692307693,40.57257231820632,-74.1164794360638
244,New Toronto,Toronto,4,0.0,1.0,0.0,0.0,0.0,0.0,43.6007625,-79.505264
245,Ngong Ping,Hong Kong,10,0.0,0.6842105263157895,0.0,0.10526315789473684,0.15789473684210525,0.05263157894736842,22.2557793,113.9043404
246,Nihonbashi,Tokyo,10,0.02083333333333333,0.7916666666666666,0.04166666666666666,0.0,0.14583333333333334,0.0,35.684058,139.774501377979
247,Nishi-Shinjuku,Tokyo,11,0.040816326530612235,0.6326530612244898,0.08163265306122447,0.0,0.1836734693877551,0.061224489795918366,35.69442279999999,139.6927786
248,"Nishihara, Shibuya",Tokyo,11,0.0,0.5961538461538461,0.19230769230769232,0.0,0.17307692307692307,0.038461538461538464,35.6764651,139.67708159999998
249,Nishiogikubo,Tokyo,7,0.08620689655172414,0.7413793103448276,0.1206896551724138,0.0,0.05172413793103448,0.0,35.7040339,139.6004484
250,Noho,New York City,12,0.125,0.5,0.15,0.025,0.175,0.025,40.72325901885768,-73.98843368023597
251,North Midtown,Toronto,10,0.038461538461538464,0.6923076923076923,0.038461538461538464,0.038461538461538464,0.19230769230769232,0.0,43.7051999,-79.39741552147329
252,North Point,Hong Kong,7,0.023809523809523808,0.7619047619047619,0.0,0.023809523809523808,0.047619047619047616,0.14285714285714285,22.2916575,114.1995447
253,North Riverdale,New York City,4,0.0,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,40.90854282950666,-73.90453054908927
254,North Side,New York City,0,0.027027027027027032,0.5135135135135135,0.13513513513513514,0.08108108108108109,0.2297297297297297,0.013513513513513514,40.714822906532014,-73.95880857587582
255,North Toronto West,Toronto,11,0.08695652173913042,0.5652173913043478,0.13043478260869565,0.043478260869565216,0.17391304347826084,0.0,43.6465466,-79.41952629999999
256,Novena,Singapore,7,0.0,0.8048780487804879,0.024390243902439025,0.024390243902439025,0.07317073170731707,0.07317073170731707,1.32061715,103.843974354385
257,Ochanomizu,Tokyo,11,0.04444444444444445,0.5777777777777777,0.1111111111111111,0.0,0.24444444444444444,0.022222222222222227,35.699593,139.7649185
258,Odaiba,Tokyo,9,0.0,0.6666666666666666,0.0625,0.0,0.22916666666666666,0.04166666666666666,35.626721999999994,139.7721007
259,Oerlikon,Zurich,1,0.043478260869565216,0.6521739130434783,0.08695652173913042,0.0,0.13043478260869565,0.08695652173913042,47.4104211,8.544585099999999
260,Old Town,New York City,3,0.0,0.35714285714285715,0.0,0.0,0.5714285714285714,0.07142857142857142,40.59632891379513,-74.08751118005578
261,Olympian City,Hong Kong,9,0.06666666666666668,0.6666666666666666,0.0,0.0,0.26666666666666666,0.0,22.31643265,114.161605846872
262,Omotesandō,Tokyo,11,0.012345679012345678,0.5802469135802469,0.1111111111111111,0.012345679012345678,0.2839506172839506,0.0,35.6651701,139.7124352
263,Orchard,Singapore,2,0.042105263157894736,0.5684210526315789,0.03157894736842105,0.010526315789473684,0.29473684210526313,0.05263157894736842,1.305272,103.8328757
264,Otome Road,Tokyo,9,0.028169014084507043,0.6619718309859155,0.028169014084507043,0.056338028169014086,0.22535211267605634,0.0,35.7305447,139.71790546696002
265,Ozone Park,New York City,3,0.043478260869565216,0.39130434782608703,0.0,0.043478260869565216,0.43478260869565216,0.08695652173913042,40.680708468265415,-73.84320266173447
266,Park Slope,New York City,2,0.0,0.5454545454545454,0.0,0.045454545454545456,0.4090909090909091,0.0,40.67232052268197,-73.97705030183924
267,Parkdale Village,Toronto,10,0.0,0.7407407407407407,0.0,0.0,0.2222222222222222,0.037037037037037035,43.6404954,-79.4368965
268,Pasir Panjang,Singapore,10,0.0,0.7272727272727273,0.0,0.0,0.18181818181818185,0.09090909090909093,1.27620135,103.79147582341999
269,Pelham Gardens,New York City,2,0.0,0.6,0.0,0.0,0.3333333333333333,0.06666666666666668,40.86296562477997,-73.84161194831223
270,Pelham Parkway,New York City,1,0.0,0.5454545454545454,0.0,0.09090909090909093,0.18181818181818185,0.18181818181818185,40.857413498088654,-73.85475564017999
271,Ping Shek Estate,Hong Kong,14,0.09090909090909093,0.5454545454545454,0.0,0.09090909090909093,0.0,0.2727272727272727,22.33287405,114.209100962472
272,Potong Pasir,Singapore,9,0.0,0.6,0.0,0.0,0.3,0.1,1.3314141000000002,103.869138082237
273,Prince Edward,Hong Kong,10,0.0,0.8,0.028571428571428567,0.0,0.11428571428571427,0.057142857142857134,22.32458615,114.168281508252
274,Prince's Bay,New York City,9,0.0,0.6363636363636364,0.0,0.0,0.3636363636363637,0.0,40.526264067348116,-74.20152556457658
275,Princess Gardens,Toronto,8,0.10526315789473684,0.4736842105263158,0.05263157894736842,0.21052631578947367,0.10526315789473684,0.05263157894736842,43.6404664,-79.39122370000003
276,Prospect Heights,New York City,5,0.0,0.5238095238095238,0.2857142857142857,0.09523809523809523,0.09523809523809523,0.0,40.67682226225472,-73.9648592426269
277,Quarry Bay,Hong Kong,7,0.045454545454545456,0.8181818181818182,0.045454545454545456,0.0,0.045454545454545456,0.045454545454545456,22.2877545,114.2149322
278,Queen's Park,Toronto,4,0.0,1.0,0.0,0.0,0.0,0.0,43.6606092,-79.3905725
279,Queensboro Hill,New York City,10,0.0,0.7777777777777778,0.0,0.0,0.2222222222222222,0.0,40.7445723092867,-73.82580915110559
280,Queensway,Singapore,9,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,1.2888152,103.8032129
281,Raffles Place,Singapore,5,0.0,0.5714285714285714,0.2380952380952381,0.14285714285714285,0.0,0.047619047619047616,1.2844077,103.85139
282,Rathaus,Zurich,5,0.01694915254237288,0.576271186440678,0.1694915254237288,0.06779661016949153,0.13559322033898305,0.03389830508474576,47.3726493,8.5443108
283,Red Hook,New York City,3,0.0625,0.4375,0.0625,0.0,0.4375,0.0,40.67625323025089,-74.01275897473559
284,Rego Park,New York City,2,0.0,0.5,0.0,0.14285714285714285,0.35714285714285715,0.0,40.728974094807356,-73.85782686905371
285,Repulse Bay,Hong Kong,8,0.0,0.5,0.0,0.1875,0.1875,0.125,22.2381085,114.1963176
286,Richmond Hill,New York City,0,0.0,0.5,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.07142857142857142,40.69794731471763,-73.83183321446889
287,River Valley,Singapore,4,0.0,0.9285714285714286,0.0,0.03571428571428571,0.03571428571428571,0.0,1.3083982,103.8861489
288,Riverdale,Toronto,10,0.0,0.6818181818181818,0.045454545454545456,0.045454545454545456,0.18181818181818185,0.045454545454545456,43.6654704,-79.35259359999998
289,Robertson Quay,Singapore,7,0.02,0.7,0.14,0.04,0.0,0.1,1.29040905,103.83812675642
290,Rochor,Singapore,11,0.08333333333333333,0.6666666666666666,0.08333333333333333,0.0,0.16666666666666666,0.0,1.30326565,103.852426096399
291,Rochor Canal,Singapore,1,0.0,0.6896551724137931,0.03448275862068965,0.0,0.06896551724137931,0.20689655172413796,1.3038431,103.8528609
292,Rockaway Beach,New York City,8,0.0,0.5454545454545454,0.0,0.18181818181818185,0.18181818181818185,0.09090909090909093,40.58280169684559,-73.82236121088752
293,Roncesvalles,Toronto,11,0.05263157894736842,0.5789473684210527,0.15789473684210525,0.0,0.21052631578947367,0.0,43.6514426,-79.45103809999998
294,Roppongi,Tokyo,7,0.06,0.74,0.17,0.0,0.02,0.01,35.663561,139.73191409999998
295,Royal York South East,Toronto,10,0.09523809523809523,0.7619047619047619,0.0,0.0,0.14285714285714285,0.0,43.64818270000001,-79.5112961
296,Runnymede,Toronto,10,0.0,0.7307692307692307,0.038461538461538464,0.0,0.2307692307692308,0.0,43.6517026,-79.4759978
297,Ryerson,Toronto,7,0.08333333333333333,0.75,0.04166666666666666,0.08333333333333333,0.0,0.04166666666666666,43.65846945,-79.3789932724589
298,Sachsenhausen,Frankfurt,10,0.0,0.7857142857142857,0.07142857142857142,0.0,0.14285714285714285,0.0,50.1002618,8.6835988
299,Sai Kung Town,Hong Kong,7,0.025,0.75,0.075,0.05,0.075,0.025,22.3822489,114.2728277
300,Sai Wan Ho,Hong Kong,1,0.0,0.75,0.0,0.0,0.125,0.125,22.2816256,114.2222894
301,Sai Ying Pun,Hong Kong,4,0.0,0.912280701754386,0.017543859649122806,0.03508771929824561,0.03508771929824561,0.0,22.286121,114.1420862
302,San'ya,Tokyo,0,0.05882352941176471,0.4705882352941176,0.05882352941176471,0.0,0.29411764705882354,0.1176470588235294,35.7327141,139.7979399
303,Sanlitun,Beijing,10,0.0,0.7068965517241379,0.10344827586206896,0.0,0.15517241379310345,0.03448275862068965,39.9361049,116.4488126
304,Sasazuka,Tokyo,2,0.015384615384615384,0.4923076923076923,0.04615384615384616,0.0,0.4153846153846154,0.030769230769230767,35.6736448,139.6671205
305,Scarborough Town Centre,Toronto,3,0.02631578947368421,0.3157894736842105,0.0,0.0,0.631578947368421,0.02631578947368421,43.7761341,-79.25843763592171
306,Seefeld,Zurich,12,0.2,0.5,0.2,0.0,0.1,0.0,47.3577831,8.5510737
307,Sembawang,Singapore,10,0.0,0.7692307692307693,0.0,0.0,0.15384615384615385,0.07692307692307693,1.4480646,103.8207604
308,Sendagaya,Tokyo,8,0.07142857142857142,0.35714285714285715,0.07142857142857142,0.2857142857142857,0.21428571428571427,0.0,35.6812658,139.7113311
309,Sengkang,Singapore,10,0.0,0.7142857142857143,0.0,0.047619047619047616,0.19047619047619047,0.047619047619047616,1.3909486999999998,103.8951748
310,Serangoon Garden,Singapore,7,0.0,0.7857142857142857,0.03571428571428571,0.07142857142857142,0.03571428571428571,0.07142857142857142,1.3624579,103.8660127
311,Serangoon North,Singapore,9,0.07142857142857142,0.6428571428571429,0.0,0.0,0.2857142857142857,0.0,1.3713383,103.8727563
312,Sha Tin,Hong Kong,10,0.022222222222222227,0.7333333333333333,0.022222222222222227,0.0,0.2,0.022222222222222227,22.3810557,114.18887920000002
313,Sham Tseng,Hong Kong,4,0.0,0.8666666666666667,0.0,0.0,0.13333333333333333,0.0,22.3686196,114.05880390000002
314,Shau Kei Wan,Hong Kong,10,0.038461538461538464,0.8076923076923077,0.0,0.0,0.1153846153846154,0.038461538461538464,22.2790972,114.2286665
315,Shek O,Hong Kong,7,0.0,0.7058823529411765,0.05882352941176471,0.1176470588235294,0.0,0.1176470588235294,22.230753600000003,114.2510366
316,Shek Tong Tsui,Hong Kong,7,0.037037037037037035,0.7407407407407407,0.037037037037037035,0.037037037037037035,0.07407407407407407,0.07407407407407407,22.287735,114.1345987
317,Sheung Wan,Hong Kong,1,0.0,0.71875,0.03125,0.03125,0.125,0.09375,22.2868701,114.150267
318,"Shiba, Minato",Tokyo,8,0.06666666666666668,0.4,0.0,0.3333333333333333,0.13333333333333333,0.06666666666666668,35.65537335,139.75026536117
319,Shimokitazawa,Tokyo,5,0.14516129032258066,0.5645161290322581,0.1935483870967742,0.0,0.0967741935483871,0.0,35.6616779,139.6663345
320,Shin-Kiba,Tokyo,14,0.0,0.3548387096774194,0.03225806451612903,0.0,0.1935483870967742,0.41935483870967744,35.6461826,139.82804280000002
321,Shin-Koiwa,Tokyo,11,0.03636363636363636,0.6,0.10909090909090907,0.01818181818181818,0.2363636363636364,0.0,35.71695020000001,139.8579929
322,Shinjuku Golden Gai,Tokyo,5,0.10294117647058824,0.5147058823529411,0.29411764705882354,0.0,0.07352941176470587,0.014705882352941175,35.69411595,139.704629323619
323,Shinjuku Ni-chōme,Tokyo,5,0.05084745762711865,0.6271186440677966,0.23728813559322035,0.01694915254237288,0.05084745762711865,0.01694915254237288,35.6889929,139.7085362
324,Shiodome,Tokyo,5,0.08695652173913042,0.5942028985507246,0.2028985507246377,0.028985507246376805,0.028985507246376805,0.05797101449275361,35.6646201,139.76048930000002
325,Shitaya,Tokyo,2,0.03448275862068965,0.5172413793103449,0.03448275862068965,0.0,0.3103448275862069,0.10344827586206896,35.71160289999999,139.779676556859
326,Shuangjing,Beijing,10,0.05555555555555555,0.7777777777777778,0.0,0.0,0.16666666666666666,0.0,39.8920933,116.4552314
327,Silverthorn,Toronto,9,0.0,0.7,0.0,0.0,0.3,0.0,43.682123,-79.4715724
328,Singapore River,Singapore,5,0.0,0.42105263157894735,0.2894736842105263,0.10526315789473684,0.10526315789473684,0.07894736842105263,1.28917835,103.84515431766
329,Siu Sai Wan,Hong Kong,9,0.0,0.6875,0.0,0.0625,0.25,0.0,22.263727300000006,114.25020790000002
330,Soho,New York City,3,0.1,0.16,0.0,0.04,0.7,0.0,40.72218384131794,-74.0006566695976
331,Sok Kwu Wan,Hong Kong,7,0.0,0.7692307692307693,0.0,0.15384615384615385,0.0,0.07692307692307693,22.2047065,114.1312705
332,South Niagara,Toronto,2,0.0,0.4489795918367347,0.08163265306122447,0.040816326530612235,0.42857142857142855,0.0,43.64467020000001,-79.4091943
333,South Side,New York City,5,0.0,0.5952380952380952,0.2380952380952381,0.07142857142857142,0.09523809523809523,0.0,40.71086147265064,-73.95800095153331
334,South of Bloor,Toronto,2,0.1111111111111111,0.4166666666666667,0.05555555555555555,0.027777777777777776,0.3611111111111111,0.027777777777777776,43.66766165,-79.3946979735188
335,Southern Islands,Singapore,14,0.07142857142857142,0.42857142857142855,0.07142857142857142,0.0,0.0,0.42857142857142855,1.2710889,103.86328
336,Southwark,London,5,0.075,0.625,0.2,0.025,0.05,0.025,51.5029222,-0.103458
337,St. George,New York City,2,0.1,0.5,0.1,0.0,0.3,0.0,40.6449815710044,-74.07935312512797
338,Stapleton,New York City,3,0.0,0.2777777777777778,0.0,0.05555555555555555,0.6111111111111112,0.05555555555555555,40.626927625381754,-74.07790192660066
339,Steinway,New York City,8,0.0,0.5,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.0,40.7759230156429,-73.90228960391673
340,Straits View,Singapore,7,0.0,0.6976744186046512,0.11627906976744184,0.13953488372093026,0.02325581395348837,0.02325581395348837,1.2782163,103.8525322
341,Studio District,Toronto,7,0.03773584905660377,0.6792452830188679,0.07547169811320754,0.07547169811320754,0.03773584905660377,0.09433962264150944,43.6492881,-79.3767903
342,Sugamo,Tokyo,12,0.1,0.4666666666666667,0.13333333333333333,0.03333333333333333,0.2,0.06666666666666668,35.7334119,139.73942730000002
343,Summerhill East,Toronto,3,0.0,0.35714285714285715,0.03571428571428571,0.10714285714285714,0.5,0.0,43.6816776,-79.3905037
344,Sungei Road,Singapore,1,0.0,0.7,0.0,0.0,0.1,0.2,1.3047848999999998,103.8565878
345,Sunnyside,New York City,9,0.0,0.6363636363636364,0.0,0.18181818181818185,0.18181818181818185,0.0,40.74017628351925,-73.92691617561577
346,Sunnyside,New York City,9,0.0,0.6363636363636364,0.0,0.18181818181818185,0.18181818181818185,0.0,40.61276015756489,-74.0971255217853
347,Sunnyside Gardens,New York City,0,0.0,0.42105263157894735,0.21052631578947367,0.10526315789473684,0.2631578947368421,0.0,40.74565180608076,-73.91819286431682
348,Sunset Park,New York City,2,0.0,0.5625,0.0,0.0625,0.375,0.0,40.64510294925429,-74.01031618527784
349,Sutton Place,New York City,0,0.0,0.5,0.06521739130434782,0.17391304347826084,0.2608695652173913,0.0,40.760280331313744,-73.96355614094303
350,Tai Hang,Hong Kong,4,0.0,0.8636363636363636,0.045454545454545456,0.045454545454545456,0.0,0.045454545454545456,22.277203600000004,114.1937838
351,Tai Kok Tsui,Hong Kong,4,0.0,0.90625,0.03125,0.0,0.0,0.0625,22.3207508,114.1603513
352,Tai O,Hong Kong,7,0.045454545454545456,0.7727272727272727,0.0,0.045454545454545456,0.045454545454545456,0.09090909090909093,22.2541524,113.8636197
353,Tai Wai,Hong Kong,1,0.0,0.5882352941176471,0.05882352941176471,0.0,0.17647058823529413,0.17647058823529413,22.3730706,114.178887389217
354,Taikoo Shing,Hong Kong,7,0.03571428571428571,0.8214285714285714,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,22.28759825,114.21520735567499
355,Takadanobaba,Tokyo,5,0.125,0.6,0.2,0.0,0.075,0.0,35.71273585,139.703974396755
356,Tamachi,Tokyo,4,0.0,0.8571428571428571,0.07142857142857142,0.0,0.07142857142857142,0.0,35.6457358,139.7476833
357,Tanjong Pagar,Singapore,7,0.0,0.813953488372093,0.09302325581395347,0.02325581395348837,0.0,0.06976744186046513,1.2765707,103.845848
358,Tateishi,Tokyo,5,0.02,0.52,0.24,0.02,0.16,0.04,35.738182,139.8480553
359,The Beaches,Toronto,3,0.0,0.4516129032258064,0.06451612903225806,0.0,0.4838709677419355,0.0,43.6710244,-79.296712
360,The Danforth West,Toronto,8,0.07692307692307693,0.4615384615384616,0.0,0.2307692307692308,0.15384615384615385,0.07692307692307693,43.6864333,-79.30035550000002
361,The Junction North,Toronto,11,0.0,0.5862068965517241,0.13793103448275862,0.06896551724137931,0.20689655172413796,0.0,43.6654775,-79.470352
362,The Kingsway,Toronto,10,0.07407407407407407,0.7777777777777778,0.037037037037037035,0.0,0.1111111111111111,0.0,43.6473811,-79.51133279999998
363,The Peak,Hong Kong,0,0.05555555555555555,0.5,0.027777777777777776,0.1111111111111111,0.2222222222222222,0.08333333333333333,22.2699166,114.15066670000002
364,Thistletown,Toronto,10,0.0,0.8,0.0,0.0,0.2,0.0,43.7372656,-79.56531690000001
365,Thorncliffe Park,Toronto,3,0.0,0.3636363636363637,0.0,0.18181818181818185,0.4545454545454545,0.0,43.704553,-79.3454074
366,Tianqiao,Beijing,6,0.6,0.2,0.0,0.0,0.1,0.1,39.8812136,116.3922937
367,Tin Hau,Hong Kong,7,0.0,0.7407407407407407,0.037037037037037035,0.1111111111111111,0.07407407407407407,0.037037037037037035,22.2822771,114.1919173
368,Tin Shui Wai,Hong Kong,14,0.0,0.4,0.1,0.0,0.2,0.3,22.4596112,114.0022375
369,Tiong Bahru,Singapore,7,0.0,0.8095238095238095,0.0,0.047619047619047616,0.09523809523809523,0.047619047619047616,1.2861968,103.8257646
370,Tiu Keng Leng / Rennie's Mill,Hong Kong,9,0.0,0.6666666666666666,0.0,0.0,0.25,0.08333333333333333,22.3040753,114.2523705
371,Toa Payoh,Singapore,4,0.08333333333333333,0.8333333333333334,0.0,0.0,0.08333333333333333,0.0,1.3353906,103.8497414
372,Tomigaya,Tokyo,7,0.0,0.7916666666666666,0.08333333333333333,0.0,0.08333333333333333,0.04166666666666666,35.6678503,139.6879915
373,Toronto Dominion Centre,Toronto,7,0.032786885245901634,0.7049180327868853,0.08196721311475409,0.06557377049180327,0.09836065573770493,0.016393442622950817,43.64736955,-79.3813733580709
374,Tower Hamlets,London,13,0.0,0.2,0.1,0.3,0.3,0.1,51.49595675,-0.011744492532098
375,Toyosu,Tokyo,9,0.0,0.6875,0.02083333333333333,0.02083333333333333,0.2708333333333333,0.0,35.6549298,139.796174
376,Tribeca,New York City,8,0.10714285714285714,0.3928571428571429,0.03571428571428571,0.25,0.17857142857142858,0.03571428571428571,40.721521967443216,-74.01068328559087
377,Trinity,Toronto,3,0.0,0.3555555555555556,0.022222222222222227,0.1111111111111111,0.5111111111111111,0.0,43.6537966,-79.3824316857722
378,Tsim Sha Tsui,Hong Kong,11,0.0,0.5925925925925926,0.07407407407407407,0.0,0.2222222222222222,0.1111111111111111,22.298872,114.1741181
379,Tsim Sha Tsui East,Hong Kong,11,0.0,0.5686274509803921,0.1176470588235294,0.0,0.19607843137254904,0.1176470588235294,22.2971803,114.1722049
380,Tsuen Wan,Hong Kong,4,0.0,0.875,0.0,0.0,0.125,0.0,22.3716605,114.1134699
381,Tsz Wan Shan,Hong Kong,7,0.0,0.7333333333333333,0.0,0.13333333333333333,0.06666666666666668,0.06666666666666668,22.3486715,114.1999443
382,Tudor City,New York City,8,0.0,0.45,0.0,0.45,0.05,0.05,40.7469174107402,-73.97121928722265
383,Tung Chung,Hong Kong,2,0.0,0.4642857142857143,0.017857142857142856,0.03571428571428571,0.44642857142857145,0.03571428571428571,22.2892575,113.94149102803
384,Turtle Bay,New York City,0,0.03225806451612903,0.3548387096774194,0.12903225806451613,0.16129032258064516,0.1935483870967742,0.12903225806451613,40.752042369507215,-73.96770824581834
385,Tángqiáo,Shanghai,11,0.047619047619047616,0.5714285714285714,0.047619047619047616,0.047619047619047616,0.2380952380952381,0.047619047619047616,31.21163615,121.5143028
386,"Uehara, Shibuya",Tokyo,7,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,35.647968,139.74665480000002
387,Ueno,Tokyo,11,0.0,0.6451612903225806,0.16129032258064516,0.0,0.1935483870967742,0.0,35.71175870000001,139.7776445
388,Underground city,Toronto,3,0.0,0.4545454545454545,0.0,0.0,0.4545454545454545,0.09090909090909093,43.7701454,-79.3748625
389,Union Station,Toronto,0,0.054054054054054064,0.4594594594594595,0.13513513513513514,0.054054054054054064,0.21621621621621626,0.08108108108108109,43.6446934,-79.38013200585969
390,Unterstrass,Zurich,8,0.0,0.6,0.0,0.2,0.2,0.0,47.3914474,8.5395724
391,Upper East Side,New York City,3,0.08,0.4,0.0,0.0,0.48,0.04,40.77563857330181,-73.96050763135
